execution_id,period,department,account_code,account_name,budget_amount,actual_amount,variance_amount,variance_rate,owner,status
BE000599,2026-10,OLED,6400,운반비,691621000,690610000,-1011000,-0.0015,김대리,정상
BE000600,2026-10,OLED,6500,감가상각비,723610000,713860000,-9750000,-0.0135,이대리,정상
BE000601,2026-10,OLED,6600,지급수수료,557766000,581160000,23394000,0.0419,최대리,정상
BE000602,2026-10,OLED,6700,연구개발비,699286000,716350000,17064000,0.0244,김대리,정상
BE000603,2026-10,OLED,6800,기타판관비,618618000,562790000,-55828000,-0.0902,이대리,정상
BE000604,2026-10,제약,5000,매출원가,746802000,629140000,-117662000,-0.1576,이대리,미달
BE000605,2026-10,제약,6100,급여,728215000,763610000,35395000,0.0486,최대리,정상
BE000606,2026-10,제약,6200,복리후생비,546919000,642360000,95441000,0.1745,박과장,초과
BE000607,2026-10,제약,6300,광고선전비,778942000,638930000,-140012000,-0.1797,김대리,미달
BE000608,2026-10,제약,6400,운반비,723524000,566350000,-157174000,-0.2172,박과장,미달
BE000609,2026-10,제약,6500,감가상각비,670589000,759010000,88421000,0.1319,정사원,초과
BE000610,2026-10,제약,6600,지급수수료,611831000,749470000,137639000,0.225,김대리,초과
BE000611,2026-10,제약,6700,연구개발비,679848000,559840000,-120008000,-0.1765,김대리,미달
BE000612,2026-10,제약,6800,기타판관비,643234000,743310000,100076000,0.1556,박과장,초과
BE000613,2026-11,OLED,5000,매출원가,720752000,560600000,-160152000,-0.2222,김대리,미달
BE000614,2026-11,OLED,6100,급여,672011000,635760000,-36251000,-0.0539,김대리,정상
BE000615,2026-11,OLED,6200,복리후생비,614251000,738670000,124419000,0.2026,정사원,초과
BE000616,2026-11,OLED,6300,광고선전비,675998000,662950000,-13048000,-0.0193,김대리,정상
BE000617,2026-11,OLED,6400,운반비,665184000,694120000,28936000,0.0435,김대리,정상
BE000618,2026-11,OLED,6500,감가상각비,704615000,769540000,64925000,0.0921,이대리,정상
BE000619,2026-11,OLED,6600,지급수수료,603945000,743310000,139365000,0.2308,최대리,초과
BE000620,2026-11,OLED,6700,연구개발비,672673000,655300000,-17373000,-0.0258,김대리,정상
BE000621,2026-11,OLED,6800,기타판관비,589303000,858110000,268807000,0.4561,이대리,초과
BE000622,2026-11,제약,5000,매출원가,723334000,540930000,-182404000,-0.2522,이대리,미달
BE000623,2026-11,제약,6100,급여,692686000,611250000,-81436000,-0.1176,최대리,미달
BE000624,2026-11,제약,6200,복리후생비,548001000,714640000,166639000,0.3041,박과장,초과
BE000625,2026-11,제약,6300,광고선전비,778942000,704930000,-74012000,-0.095,김대리,정상
BE000626,2026-11,제약,6400,운반비,693733000,710340000,16607000,0.0239,박과장,정상
BE000627,2026-11,제약,6500,감가상각비,701665000,761510000,59845000,0.0853,정사원,정상
BE000628,2026-11,제약,6600,지급수수료,560063000,816030000,255967000,0.457,김대리,초과
BE000629,2026-11,제약,6700,연구개발비,740375000,651530000,-88845000,-0.12,김대리,미달
BE000630,2026-11,제약,6800,기타판관비,626192000,767510000,141318000,0.2257,박과장,초과
BE000631,2026-12,OLED,5000,매출원가,718448000,722730000,4282000,0.006,김대리,정상
BE000632,2026-12,OLED,6100,급여,732254000,636370000,-95884000,-0.1309,김대리,미달
BE000633,2026-12,OLED,6200,복리후생비,607172000,801940000,194768000,0.3208,정사원,초과
BE000634,2026-12,OLED,6300,광고선전비,675998000,746200000,70202000,0.1038,김대리,초과
BE000635,2026-12,OLED,6400,운반비,659633000,568290000,-91343000,-0.1385,김대리,미달
BE000636,2026-12,OLED,6500,감가상각비,670460000,653620000,-16840000,-0.0251,이대리,정상
BE000637,2026-12,OLED,6600,지급수수료,607201000,607340000,139000,0.0002,최대리,정상
BE000638,2026-12,OLED,6700,연구개발비,674998000,787760000,112762000,0.1671,김대리,초과
BE000639,2026-12,OLED,6800,기타판관비,566611000,701750000,135139000,0.2385,이대리,초과
BE000640,2026-12,제약,5000,매출원가,686328000,854600000,168272000,0.2452,이대리,초과
BE000641,2026-12,제약,6100,급여,692559000,677650000,-14909000,-0.0215,최대리,정상
BE000642,2026-12,제약,6200,복리후생비,610391000,704900000,94509000,0.1548,박과장,초과
BE000643,2026-12,제약,6300,광고선전비,778942000,669360000,-109582000,-0.1407,김대리,미달
BE000644,2026-12,제약,6400,운반비,683154000,874520000,191366000,0.2801,박과장,초과
BE000645,2026-12,제약,6500,감가상각비,734228000,695690000,-38538000,-0.0525,정사원,정상
BE000646,2026-12,제약,6600,지급수수료,586903000,678340000,91437000,0.1558,김대리,초과
BE000647,2026-12,제약,6700,연구개발비,701408000,566560000,-134848000,-0.1923,김대리,미달
BE000648,2026-12,제약,6800,기타판관비,583706000,679580000,95874000,0.1643,박과장,초과
